date,low,average,high
2021-04-16T00:14:18.098887,92,108,116
2021-04-16T00:14:23.182751,92,108,116
2021-04-16T00:14:27.255879,92,108,116
2021-04-16T00:14:30.980310,92,108,116
2021-04-16T00:14:35.060190,92,108,116
2021-04-16T00:14:40.229469,92,108,116
2021-04-16T00:14:44.322171,92,108,116
2021-04-16T00:14:48.421753,92,108,116
2021-04-16T00:25:14.114145,92,108,116
2021-04-16T00:25:21.598567,99,99,109
2021-04-16T00:25:26.465275,99,99,109
2021-04-16T00:25:38.185553,99,99,109
2021-04-16T00:25:43.070146,99,99,109
2021-04-16T00:25:47.260410,99,99,109
2021-04-16T00:25:51.850670,98,108,114
2021-04-16T00:25:57.422733,98,108,114
2021-04-16T00:26:01.504007,98,108,114
2021-04-16T08:45:00.344477,98,108,114
2021-04-16T08:46:11.985463,104,119,166
2021-04-16T08:47:09.113154,100,118,165
2021-04-16T08:47:56.334318,100,119,165
2021-04-16T08:48:32.601091,100,105,119
2021-04-16T08:49:07.111005,110,130,132
2021-04-16T08:49:41.777963,110,130,132
2021-04-16T08:50:15.788351,100,112,132
2021-04-16T08:50:22.743859,100,112,132
2021-04-16T08:50:34.124904,100,108,120
2021-04-16T08:50:40.104162,100,108,120
2021-04-16T08:50:44.526877,100,108,120
2021-04-16T08:50:48.659432,100,108,120
2021-04-16T08:50:52.997562,100,108,120
2021-04-16T08:50:58.010997,100,108,120
2021-04-16T08:51:02.116660,100,108,120
2021-04-16T08:51:07.221297,100,108,120
2021-04-16T08:51:13.352091,100,120,136
2021-04-16T08:51:17.497120,100,120,136
2021-04-16T08:51:21.683639,102,122,166
2021-04-16T08:51:25.829140,102,122,166
2021-04-16T08:51:29.486648,102,122,166
2021-04-16T08:51:33.518177,102,122,166
2021-04-16T08:51:44.874812,102,122,166
2021-04-16T08:51:49.044872,102,122,166
2021-04-16T08:51:53.207994,100,119,167
2021-04-16T08:51:57.361699,100,119,167
2021-04-16T08:52:01.145770,100,119,167
2021-04-16T08:52:07.991438,100,119,167
2021-04-16T08:52:13.275090,100,119,167
2021-04-16T08:52:19.764627,100,119,167
2021-04-16T08:52:24.310648,100,108,112
2021-04-16T08:52:28.441104,100,108,112
2021-04-16T08:52:32.575776,100,108,112
2021-04-16T08:52:36.902161,100,108,112
2021-04-16T08:52:41.089572,100,108,112
2021-04-16T08:52:45.172820,100,108,112
2021-04-16T08:52:49.345437,100,108,112
2021-04-16T08:52:54.475895,100,112,167
2021-04-16T08:53:00.712572,100,112,167
2021-04-16T08:53:04.889840,100,112,167
2021-04-16T08:53:09.034699,100,112,167
2021-04-16T08:53:13.138204,100,112,167
2021-04-16T08:53:16.895749,100,112,167
2021-04-16T08:53:21.003509,100,112,167
2021-04-16T08:53:26.142628,126,146,167
2021-04-16T08:53:30.310988,126,146,167
2021-04-16T08:53:34.178268,126,146,167
2021-04-16T08:53:38.306048,126,146,167
2021-04-16T08:53:42.437556,126,146,167
2021-04-16T08:53:46.568483,126,146,167
2021-04-16T08:53:51.884471,126,146,167
2021-04-16T08:53:57.058160,127,147,167
2021-04-16T08:54:01.175655,127,147,167
2021-04-16T08:54:05.272411,127,147,167
2021-04-16T08:54:08.849143,127,147,167
2021-04-16T08:54:12.956174,127,147,167
2021-04-16T08:54:17.068446,127,147,167
2021-04-16T08:54:21.946341,127,147,167
2021-04-16T08:54:28.061253,103,123,134
2021-04-16T08:54:31.820768,103,123,134
2021-04-16T08:54:35.915833,103,123,134
2021-04-16T08:54:39.504182,103,123,134
2021-04-16T08:54:43.085373,103,123,134
2021-04-16T08:54:47.171328,103,123,134
2021-04-16T08:54:51.252343,103,123,134
2021-04-16T08:54:56.343211,100,113,120
2021-04-16T08:55:00.423321,100,113,120
2021-04-16T08:55:03.958699,100,113,120
2021-04-16T08:55:08.053489,100,113,120
2021-04-16T08:55:12.207036,100,113,120
2021-04-16T08:55:15.836083,100,113,120
2021-04-16T08:55:19.909058,100,113,120
2021-04-16T08:55:25.001851,100,112,167
2021-04-16T08:55:29.492339,100,112,167
2021-04-16T08:55:33.918524,100,112,167
2021-04-16T08:55:38.011258,100,112,167
2021-04-16T08:55:41.565671,100,112,167
2021-04-16T08:55:46.141750,100,112,167
2021-04-16T08:55:51.222905,100,112,167
2021-04-16T08:55:57.310243,100,113,123
2021-04-16T08:56:01.381887,100,113,123
2021-04-16T08:56:05.457619,100,113,123
2021-04-16T08:56:09.528550,100,113,123
2021-04-16T08:56:13.598946,100,113,123
2021-04-16T08:56:17.676728,100,113,123
2021-04-16T08:56:21.763568,100,113,123
2021-04-16T08:56:26.835532,105,125,168
2021-04-16T08:56:30.907284,105,125,168
2021-04-16T08:56:35.006542,105,125,168
2021-04-16T08:56:39.103006,105,125,168
2021-04-16T08:56:44.197499,105,125,168
2021-04-16T08:56:48.288841,105,125,168
2021-04-16T08:56:52.400380,105,125,168
2021-04-16T08:56:57.490852,100,117,169
2021-04-16T08:57:01.583391,100,117,169
2021-04-16T08:57:05.679449,100,117,169
2021-04-16T08:57:09.773273,100,117,169
2021-04-16T08:57:13.860147,100,117,169
2021-04-16T08:57:17.529737,100,117,169
2021-04-16T08:57:21.171252,100,117,169
2021-04-16T08:57:25.269854,105,112,168
2021-04-16T08:57:29.634131,105,112,168
2021-04-16T08:57:33.732144,105,112,168
2021-04-16T08:57:37.820646,105,112,168
2021-04-16T08:57:41.454928,105,112,168
2021-04-16T08:57:45.140898,105,112,168
2021-04-16T08:57:49.238029,105,112,168
2021-04-16T08:57:53.336220,105,112,168
2021-04-16T08:57:58.427006,105,122,168
2021-04-16T08:58:02.512572,105,122,168
2021-04-16T08:58:06.603446,105,122,168
2021-04-16T08:58:10.697984,105,122,168
2021-04-16T08:58:14.793945,105,122,168
2021-04-16T08:58:18.888411,105,122,168
2021-04-16T08:58:22.490721,105,122,168
2021-04-16T08:58:26.073962,105,122,168
2021-04-16T08:58:31.170825,105,124,136
2021-04-16T08:58:34.869670,105,124,136
2021-04-16T08:58:39.967551,105,124,136
2021-04-16T08:58:44.070055,105,124,136
2021-04-16T08:58:48.168845,105,124,136
2021-04-16T08:58:52.258178,105,124,136
2021-04-16T08:58:55.831450,105,124,136
2021-04-16T08:59:00.939905,108,128,169
2021-04-16T08:59:05.483168,108,128,169
2021-04-16T08:59:10.578093,108,128,169
2021-04-16T08:59:14.660150,108,128,169
2021-04-16T08:59:18.235143,108,128,169
2021-04-16T08:59:21.823627,108,128,169
2021-04-16T08:59:25.916605,108,128,169
2021-04-16T08:59:29.725906,108,128,169
2021-04-16T08:59:33.818343,108,128,169
2021-04-16T08:59:38.049386,107,128,171
2021-04-16T08:59:42.160540,107,128,171
2021-04-16T08:59:46.253632,107,128,171
2021-04-16T08:59:49.791787,107,128,171
2021-04-16T08:59:53.895570,107,128,171
2021-04-16T08:59:57.994044,107,128,171
2021-04-16T09:00:02.079179,107,128,171
2021-04-16T09:00:05.651890,107,128,171
2021-04-16T09:00:09.729931,107,128,171
2021-04-16T09:00:13.816084,107,119,171
2021-04-16T09:00:17.908205,107,119,171
2021-04-16T09:00:22.000698,107,119,171
2021-04-16T09:00:26.233695,107,119,171
2021-04-16T09:00:29.807358,107,119,171
2021-04-16T09:00:33.886729,107,119,171
2021-04-16T09:00:37.971127,107,119,171
2021-04-16T09:00:43.111551,107,124,171
2021-04-16T09:00:47.201653,107,124,171
2021-04-16T09:00:51.289727,107,124,171
2021-04-16T09:00:55.386528,107,124,171
2021-04-16T09:00:58.988833,107,124,171
2021-04-16T09:01:03.083092,107,124,171
2021-04-16T09:01:07.165328,107,124,171
2021-04-16T09:01:11.273156,107,120,171
2021-04-16T09:01:15.350096,107,120,171
2021-04-16T09:01:18.924111,107,120,171
2021-04-16T09:01:23.644743,107,120,171
2021-04-16T09:01:28.202125,107,120,171
2021-04-16T09:01:33.309949,107,120,171
2021-04-16T09:01:37.399991,107,120,171
2021-04-16T09:01:41.502945,112,132,173
2021-04-16T09:01:45.599088,112,132,173
2021-04-16T09:01:49.693462,112,132,173
2021-04-16T09:01:54.294960,112,132,173
2021-04-16T09:01:58.619430,112,132,173
2021-04-16T09:02:02.266472,112,132,173
2021-04-16T09:02:05.828571,112,132,173
2021-04-16T09:02:09.481600,112,132,173
2021-04-16T09:02:14.590095,107,120,122
2021-04-16T09:02:18.680748,107,120,122
2021-04-16T09:02:22.774968,107,120,122
2021-04-16T09:02:26.344118,107,120,122
2021-04-16T09:02:30.444177,107,120,122
2021-04-16T09:02:34.546693,107,120,122
2021-04-16T09:02:38.629462,107,120,122
2021-04-16T09:02:42.722448,107,120,122
2021-04-16T09:02:47.831878,112,125,155
2021-04-16T09:02:51.926929,112,125,155
2021-04-16T09:02:56.027393,112,125,155
2021-04-16T09:03:00.117518,112,125,155
2021-04-16T09:03:03.671457,112,125,155
2021-04-16T09:03:07.767235,112,125,155
2021-04-16T09:03:11.415585,112,125,155
2021-04-16T09:03:15.516061,112,125,155
2021-04-16T09:03:20.613438,112,120,158
2021-04-16T09:03:24.234208,112,120,158
2021-04-16T09:03:27.871575,112,120,158
2021-04-16T09:03:31.966158,112,120,158
2021-04-16T09:03:36.039312,112,120,158
2021-04-16T09:03:39.611173,112,120,158
2021-04-16T09:03:43.157314,112,120,158
2021-04-16T09:03:48.254268,112,120,158
2021-04-16T09:03:52.351543,118,138,155
2021-04-16T09:03:55.909513,118,138,155
2021-04-16T09:03:59.471987,118,138,155
2021-04-16T09:04:03.057691,118,138,155
2021-04-16T09:04:07.150191,118,138,155
2021-04-16T09:04:11.245706,118,138,155
2021-04-16T09:04:14.813018,118,138,155
2021-04-16T09:04:18.968821,112,125,150
2021-04-16T09:04:23.048980,112,125,150
2021-04-16T09:04:26.906508,112,125,150
2021-04-16T09:04:30.506431,112,125,150
2021-04-16T09:04:34.315955,112,125,150
2021-04-16T09:04:38.406871,112,125,150
2021-04-16T09:04:42.497939,112,125,150
2021-04-16T09:04:46.087773,112,125,150
2021-04-16T09:04:51.192825,117,137,150
2021-04-16T09:04:54.830297,117,137,150
2021-04-16T09:04:58.378461,117,137,150
2021-04-16T09:05:02.463171,117,137,150
2021-04-16T09:05:06.548852,117,137,150
2021-04-16T09:05:10.124539,117,137,150
2021-04-16T09:05:14.218815,117,137,150
2021-04-16T09:05:17.920245,117,137,150
2021-04-16T09:05:22.008926,117,137,150
2021-04-16T09:05:26.101398,117,137,150
2021-04-16T09:05:30.192693,117,137,150
2021-04-16T09:05:33.784866,117,137,150
2021-04-16T09:05:39.876900,160,180,198
2021-04-16T09:05:43.960040,160,180,198
2021-04-16T09:05:47.589438,160,180,198
2021-04-16T09:05:51.270507,160,180,198
2021-04-16T09:05:54.943703,160,180,198
2021-04-16T09:05:58.538502,160,180,198
2021-04-16T09:06:02.098954,160,180,198
2021-04-16T09:06:06.220981,130,150,160
2021-04-16T09:06:09.792548,130,150,160
2021-04-16T09:06:13.879469,130,150,160
2021-04-16T09:06:17.965898,130,150,160
2021-04-16T09:06:22.050975,130,150,160
2021-04-16T09:06:28.566171,130,150,160
2021-04-16T09:06:32.662380,130,150,160
2021-04-16T09:06:36.417108,130,150,160
2021-04-16T09:06:41.695252,120,140,145
2021-04-16T09:06:45.295222,120,140,145
2021-04-16T09:06:48.913790,120,140,145
2021-04-16T09:06:53.012130,120,140,145
2021-04-16T09:06:56.642530,120,140,145
2021-04-16T09:07:00.733018,120,140,145
2021-04-16T09:07:04.815199,120,140,145
2021-04-16T09:07:08.954960,119,139,146
2021-04-16T09:07:13.039562,119,139,146
2021-04-16T09:07:16.641011,119,139,146
2021-04-16T09:07:20.729942,119,139,146
2021-04-16T09:07:24.545806,119,139,146
2021-04-16T09:07:28.646398,119,139,146
2021-04-16T09:07:32.186456,119,139,146
2021-04-16T09:07:35.750005,119,139,146
2021-04-16T09:07:39.840435,119,139,146
2021-04-16T09:07:44.945700,119,139,146
2021-04-16T09:07:49.040999,119,139,146
2021-04-16T09:07:53.138998,119,139,146
2021-04-16T09:07:56.683718,119,139,146
2021-04-16T09:08:00.260135,119,139,146
2021-04-16T09:08:03.903769,119,139,146
2021-04-16T09:08:08.006947,119,139,146
2021-04-16T09:08:11.606064,119,139,146
2021-04-16T09:08:15.227653,119,139,146
2021-04-16T09:08:18.834399,119,139,146
2021-04-16T09:08:22.377239,119,139,146
2021-04-16T09:08:26.462260,119,139,146
2021-04-16T09:08:30.552854,119,139,146
2021-04-16T09:08:34.188740,119,139,146
2021-04-16T09:08:37.779199,119,139,146
2021-04-16T09:08:41.889426,119,139,146
2021-04-16T09:08:45.970491,119,139,146
2021-04-16T09:08:51.073039,119,139,146
2021-04-16T09:08:55.163747,119,139,146
2021-04-16T09:08:58.763198,119,139,146
2021-04-16T09:09:02.844531,119,139,146
2021-04-16T09:09:06.381254,119,139,146
2021-04-16T09:09:09.937828,119,139,146
2021-04-16T09:09:14.037897,119,139,146
2021-04-16T09:09:18.136072,119,139,146
2021-04-16T09:09:21.726630,119,139,146
2021-04-16T09:09:26.816895,151,171,172
2021-04-16T09:09:30.472395,151,171,172
2021-04-16T09:09:34.099828,151,171,172
2021-04-16T09:09:37.693767,151,171,172
2021-04-16T09:09:41.783466,151,171,172
2021-04-16T09:09:45.852880,151,171,172
2021-04-16T09:09:50.954917,151,171,172
2021-04-16T09:09:56.047363,152,172,174
2021-04-16T09:10:00.139224,152,172,174
2021-04-16T09:10:04.241924,152,172,174
2021-04-16T09:10:08.329293,152,172,174
2021-04-16T09:10:11.921152,152,172,174
2021-04-16T09:10:16.476098,152,172,174
2021-04-16T09:10:21.565091,152,172,174
2021-04-16T09:10:25.712490,154,174,192
2021-04-16T09:10:29.806855,154,174,192
2021-04-16T09:10:33.365471,154,174,192
2021-04-16T09:10:36.918592,154,174,192
2021-04-16T09:10:40.535428,154,174,192
2021-04-16T09:10:44.135651,154,174,192
2021-04-16T09:10:47.962310,154,174,192
2021-04-16T09:10:51.607836,154,174,192
2021-04-16T09:10:55.705942,154,174,192
2021-04-16T09:10:59.363062,154,174,192
2021-04-16T09:11:02.938681,154,174,192
2021-04-16T09:11:07.039025,154,174,192
2021-04-16T09:11:12.137698,152,172,174
2021-04-16T09:11:16.224605,152,172,174
2021-04-16T09:11:20.320258,152,172,174
2021-04-16T09:11:24.389595,152,172,174
2021-04-16T09:11:28.468829,152,172,174
2021-04-16T09:11:32.129795,152,172,174
2021-04-16T09:11:36.763576,152,172,174
2021-04-16T09:11:41.301518,152,172,174
2021-04-16T09:11:44.938564,152,172,174
2021-04-16T09:11:49.031991,152,172,174
2021-04-16T09:11:53.120204,152,172,174
2021-04-16T09:11:58.216415,154,174,192
2021-04-16T09:12:02.297255,154,174,192
2021-04-16T09:12:06.394031,154,174,192
2021-04-16T09:12:10.053122,154,174,192
2021-04-16T09:12:13.702803,154,174,192
2021-04-16T09:12:17.807366,154,174,192
2021-04-16T09:12:21.898738,154,174,192
2021-04-16T09:12:25.502933,154,174,192
2021-04-16T09:12:29.600232,154,174,192
2021-04-16T09:12:33.695673,154,174,192
2021-04-16T09:12:37.798217,154,174,192
2021-04-16T09:12:41.902117,154,174,192
2021-04-16T09:12:45.996116,154,174,192
2021-04-16T09:12:50.094433,154,174,192
2021-04-16T09:12:54.183143,154,174,192
2021-04-16T09:12:57.865907,154,174,192
2021-04-16T09:13:01.967448,154,174,192
2021-04-16T09:13:06.064846,154,174,192
2021-04-16T09:13:09.639066,154,174,192
2021-04-16T09:13:13.739672,154,174,192
2021-04-16T09:13:17.830981,154,174,192
2021-04-16T09:13:21.934128,154,174,192
2021-04-16T09:13:26.037632,154,174,212
2021-04-16T09:13:29.605310,154,174,212
2021-04-16T09:13:33.176641,154,174,212
2021-04-16T09:13:37.275024,154,174,212
2021-04-16T09:13:41.381808,154,174,212
2021-04-16T09:13:46.209970,154,174,212
2021-04-16T09:13:50.309232,154,174,212
2021-04-16T09:13:53.966272,154,174,212
2021-04-16T09:13:57.550129,154,174,175
2021-04-16T09:14:01.645470,154,174,175
2021-04-16T09:14:05.256854,154,174,175
2021-04-16T09:14:10.345006,154,174,175
2021-04-16T09:14:14.426101,154,174,175
2021-04-16T09:14:18.522402,154,174,175
2021-04-16T09:14:22.616458,154,174,175
2021-04-16T09:14:27.706392,155,175,186
2021-04-16T09:14:31.395161,155,175,186
2021-04-16T09:14:35.192287,155,175,186
2021-04-16T09:14:39.272794,155,175,186
2021-04-16T09:14:43.365456,155,175,186
2021-04-16T09:14:46.914385,155,175,186
2021-04-16T09:14:50.997513,155,175,186
2021-04-16T09:14:54.588070,155,175,186
2021-04-16T09:14:59.692166,154,174,175
2021-04-16T09:15:03.786887,154,174,175
2021-04-16T09:15:07.872503,154,174,175
2021-04-16T09:15:11.455677,154,174,175
2021-04-16T09:15:15.036857,154,174,175
2021-04-16T09:15:19.136671,154,174,175
2021-04-16T09:15:22.782269,154,174,175
2021-04-16T09:15:28.890974,155,175,207
2021-04-16T09:15:32.983320,155,175,207
2021-04-16T09:15:37.323121,155,175,207
2021-04-16T09:15:41.404993,155,175,207
2021-04-16T09:15:45.048704,155,175,207
2021-04-16T09:15:49.141366,155,175,207
2021-04-16T09:15:53.529816,155,175,207
2021-04-16T09:15:57.655130,154,174,176
2021-04-16T09:16:01.758131,154,174,176
2021-04-16T09:16:05.353600,154,174,176
2021-04-16T09:16:09.441093,154,174,176
2021-04-16T09:16:13.531730,154,174,176
2021-04-16T09:16:17.090225,154,174,176
2021-04-16T09:16:21.172844,154,174,176
2021-04-16T09:16:24.743644,154,174,176
2021-04-16T09:16:28.338967,154,174,176
2021-04-16T09:16:32.432594,154,174,176
2021-04-16T09:16:36.550857,154,174,176
2021-04-16T09:16:40.654694,154,174,176
2021-04-16T09:16:44.742109,154,174,176
2021-04-16T09:16:49.931411,154,174,176
2021-04-16T09:16:54.028483,154,174,176
2021-04-16T09:16:58.106096,154,174,176
2021-04-16T09:17:02.198343,154,174,176
2021-04-16T09:17:06.290090,154,174,176
2021-04-16T09:17:10.370846,154,174,176
2021-04-16T09:17:14.473198,154,174,176
2021-04-16T09:17:18.572374,154,174,176
2021-04-16T09:17:22.673314,154,174,176
2021-04-16T09:17:26.760457,154,174,176
2021-04-16T09:17:31.869158,183,203,207
2021-04-16T09:17:35.435911,183,203,207
2021-04-16T09:17:39.529948,183,203,207
2021-04-16T09:17:43.151745,183,203,207
2021-04-16T09:17:48.254072,183,203,207
2021-04-16T09:17:51.866903,183,203,207
2021-04-16T09:17:55.434265,183,203,207
2021-04-16T09:17:59.512439,183,203,207
2021-04-16T09:18:03.250751,183,203,207
2021-04-16T09:18:06.888233,183,203,207
2021-04-16T09:18:10.529166,183,203,207
2021-04-16T09:18:14.618540,183,203,207
2021-04-16T09:18:18.719467,183,203,207
2021-04-16T09:18:22.803029,183,203,207
2021-04-16T09:18:26.386520,183,203,207
2021-04-16T09:18:31.487359,156,176,209
2021-04-16T09:18:35.146930,156,176,209
2021-04-16T09:18:39.245167,156,176,209
2021-04-16T09:18:42.804185,156,176,209
2021-04-16T09:18:46.370046,156,176,209
2021-04-16T09:18:50.036158,156,176,209
2021-04-16T09:18:54.134100,156,176,209
2021-04-16T09:18:58.224036,156,176,209
2021-04-16T09:19:03.321770,153,175,210
2021-04-16T09:19:07.413914,153,175,210
2021-04-16T09:19:11.505934,153,175,210
2021-04-16T09:19:15.142719,153,175,210
2021-04-16T09:19:19.233343,153,175,210
2021-04-16T09:19:23.333382,153,175,210
2021-04-16T09:19:26.953204,153,175,210
2021-04-16T09:19:30.525223,153,175,210
2021-04-16T09:19:34.653994,152,174,192
2021-04-16T09:19:38.746170,152,174,192
2021-04-16T09:19:42.840621,152,174,192
2021-04-16T09:19:46.937843,152,174,192
2021-04-16T09:19:51.026067,152,174,192
2021-04-16T09:19:55.117579,152,174,192
2021-04-16T09:19:59.199501,152,174,192
2021-04-16T09:20:02.807943,152,174,192
2021-04-16T09:20:06.365306,152,174,192
2021-04-16T09:20:10.452184,152,174,192
2021-04-16T09:20:14.050534,152,174,192
2021-04-16T09:20:19.142734,150,172,190
2021-04-16T09:20:23.232358,150,172,190
2021-04-16T09:20:26.785026,150,172,190
2021-04-16T09:20:30.868594,150,172,190
2021-04-16T09:20:34.497356,150,172,190
2021-04-16T09:20:38.165343,150,172,190
2021-04-16T09:20:41.846676,150,172,190
2021-04-16T09:20:45.945870,150,172,190
2021-04-16T09:20:50.086594,146,161,207
2021-04-16T09:20:54.184114,146,161,207
2021-04-16T09:20:57.945655,146,161,207
2021-04-16T09:21:02.032178,146,161,207
2021-04-16T09:21:06.129269,146,161,207
2021-04-16T09:21:09.759390,146,161,207
2021-04-16T09:21:13.850948,146,161,207
2021-04-16T09:21:18.935930,146,150,158
2021-04-16T09:21:23.027993,146,150,158
2021-04-16T09:21:27.117475,146,150,158
2021-04-16T09:21:32.278118,146,150,158
2021-04-16T09:21:35.900185,146,150,158
2021-04-16T09:21:39.514149,146,150,158
2021-04-16T09:21:43.593837,146,150,158
2021-04-16T09:21:47.684540,158,174,191
2021-04-16T09:21:51.784781,158,174,191
2021-04-16T09:21:55.874850,158,174,191
2021-04-16T09:21:59.963394,158,174,191
2021-04-16T09:22:04.052350,158,174,191
2021-04-16T09:22:08.147288,158,174,191
2021-04-16T09:22:11.824222,158,174,191
2021-04-16T09:22:15.418861,158,174,191
2021-04-16T09:22:40.287971,158,174,191
2021-04-16T09:22:54.606426,158,174,232
2021-04-16T09:22:58.604249,158,174,232
2021-04-16T09:23:02.257672,158,174,232
2021-04-16T09:23:05.961529,158,174,232
2021-04-16T09:23:11.864894,158,174,232
2021-04-16T09:23:16.029182,158,174,232
2021-04-16T09:23:21.309927,158,174,192
2021-04-16T09:23:28.304420,158,174,192
2021-04-16T09:23:34.113840,158,174,192
2021-04-16T09:23:38.636947,158,174,192
2021-04-16T09:23:45.528858,158,174,192
2021-04-16T09:23:50.717646,158,174,192
2021-04-16T09:23:56.382777,158,174,192
2021-04-16T09:24:04.811932,158,174,192
2021-04-16T09:24:09.422769,158,174,192
2021-04-16T09:24:13.167350,158,174,192
2021-04-16T09:24:17.060201,158,174,192
2021-04-16T09:24:23.359337,158,174,192
2021-04-16T09:24:27.070667,158,174,192
2021-04-16T09:24:31.370463,158,174,192
2021-04-16T09:24:35.799280,158,174,192
2021-04-16T09:24:40.082632,158,174,192
2021-04-16T09:24:44.016582,158,174,192
2021-04-16T09:24:47.972146,171,191,200
2021-04-16T09:24:51.853684,171,191,200
2021-04-16T15:08:23.015631,153,178,190
2021-04-16T15:08:56.323143,153,178,190
2021-04-16T15:15:54.528940,154,157,190
2021-04-16T15:16:20.115098,154,156,190
2021-04-16T15:17:00.093992,152,169,190
2021-04-16T15:17:40.088217,148,148,157
2021-04-16T15:18:20.991428,148,148,157
2021-04-16T15:19:00.691330,140,146,207
2021-04-16T15:19:40.133076,140,140,148
2021-04-16T15:21:25.984800,140,149,176
2021-04-16T15:21:33.645790,140,149,176
2021-04-16T15:22:10.281336,172,198,207
2021-04-16T15:22:13.193013,172,198,207
2021-04-16T15:22:34.755267,172,198,207
2021-04-16T15:22:55.362596,154,176,200
2021-04-16T15:23:15.418011,147,160,171
2021-04-16T15:23:33.160134,147,160,171
2021-04-16T15:23:59.446843,152,173,203
2021-04-16T15:24:13.550842,161,182,203
2021-04-16T15:24:53.618619,166,186,203
2021-04-16T15:25:28.151867,166,186,203
2021-04-16T15:25:33.180281,166,186,203
2021-04-16T15:25:44.578320,166,186,203
2021-04-16T15:26:12.252360,170,190,203
2021-04-16T15:26:24.700976,170,190,203
2021-04-16T15:26:53.903358,163,184,190
2021-04-16T15:27:33.249960,161,182,207
2021-04-16T15:27:52.954140,148,169,190
2021-04-16T15:28:08.347328,148,169,190
2021-04-16T15:28:12.127168,170,190,209
2021-04-16T15:28:49.716364,170,190,209
2021-04-16T15:28:52.631117,170,190,209
2021-04-16T15:29:29.295491,171,191,209
2021-04-16T15:29:33.965156,171,191,209
2021-04-16T15:30:08.380631,170,190,209
2021-04-16T15:30:12.340866,167,187,190
2021-04-16T15:30:49.391088,170,190,209
2021-04-16T15:30:51.963778,170,190,209
2021-04-16T15:31:28.809476,187,207,228
2021-04-16T15:31:33.100640,187,207,228
2021-04-16T15:32:08.474726,170,190,200
2021-04-16T15:32:12.487838,170,190,200
2021-04-16T15:32:48.700223,189,209,228
2021-04-16T15:32:53.212021,189,209,228
2021-04-16T15:33:28.694441,189,209,230
2021-04-16T15:33:31.995909,189,209,230
2021-04-16T15:34:07.973609,147,190,192
2021-04-16T15:34:12.024540,147,190,192
2021-04-16T15:34:49.071401,184,204,251
2021-04-16T15:34:51.972277,184,204,251
2021-04-16T15:35:31.490646,173,193,238
2021-04-16T15:35:32.371927,173,193,238
2021-04-16T15:36:08.440588,206,227,650
2021-04-16T15:36:12.670663,206,227,650
2021-04-16T15:36:48.399641,192,212,245
2021-04-16T15:36:51.861986,192,212,245
2021-04-16T15:37:32.217134,191,211,249
2021-04-16T15:38:07.897590,181,201,212
2021-04-16T15:38:10.833706,181,201,212
2021-04-16T15:38:12.331974,181,201,212